tweet, time
RT @aphrosidiac: I now have a little @glossier collection 💕 I'm in love https://t.co/RzB5tNTLSo,Fri Jan 20 21:42:48 +0000 2017
Milky Jelly Cleanser &lt;3  📷 @1PhoebeJTonkin. https://t.co/PmbZJzV1yf https://t.co/lCMeQH0TOJ,Fri Jan 20 20:30:01 +0000 2017
RT @seulghi: Just tried @glossier's priming moisturizer rich &amp; I love it already. So rich &amp; luxurious. ✨💕🙌🏼 #thankyouglossier,Fri Jan 20 15:06:18 +0000 2017
RT @SkyJordan4: @leahxgoldberg @glossier YES. The boy brow is literally my favorite product ever. and their highlighter gr8! Its made out o…,Fri Jan 20 15:02:50 +0000 2017
@thebrandimac Always apply your SPF after you moisturize &lt;3,Fri Jan 20 15:02:08 +0000 2017
RT @moriahgetsmoney: anyone that's into skincare and loves natural looking makeup I highly recommend @glossier everything they make is amaz…,Fri Jan 20 14:59:58 +0000 2017
@AliceDelHayes Hey Alice–so good to hear that Priming Moisturizer Rich works for your skin needs and makes you happy.,Fri Jan 20 14:59:30 +0000 2017
Dive on in. https://t.co/9Uur3OFR5k https://t.co/ohA2KHyCSi,Fri Jan 20 14:15:01 +0000 2017
@libbywibby Hey Libby! Don't worry; we'll help you get to the bottom of it. Can you please DM us?,Thu Jan 19 21:24:07 +0000 2017
RT @standardny: Come by The Rink today + tomorrow for a free skate courtesy of our friends at @glossier! More info: https://t.co/wseZdJVyjN…,Thu Jan 19 21:20:11 +0000 2017
RT @ZACMAUR: Went to the @glossier mecca 🍒 https://t.co/4M4rOAirEG,Thu Jan 19 21:19:59 +0000 2017
@taethowen Good luck with your new semester. Let us know if all the products work out for you :),Thu Jan 19 21:19:24 +0000 2017
@autumnbattista We've already fixed the issue! Thanks for flagging to us ✨,Thu Jan 19 16:25:14 +0000 2017
@autumnbattista Hey there! Would you mind DMing us with your order number so we can take a look?,Thu Jan 19 16:16:48 +0000 2017
@MeganMarsiglio @ApertureHeart Your skin looks amazing 👀,Thu Jan 19 15:49:49 +0000 2017
RT @JSLYN: Yep. @glossier's new prime rich moisturizer is the greatest thing they've ever invented. Until they release the next best thing.…,Thu Jan 19 15:44:25 +0000 2017
RT @alexa_whiting: Just wanted to thank @glossier for creating the pride and joy in my life: Priming Moisturizer Rich✨💕👌🏼,Thu Jan 19 15:44:16 +0000 2017
RT @ApertureHeart: PSA: I used the @glossier Priming Moisturizer Rich last night and woke up like this (this is the absolute best my skin h…,Thu Jan 19 15:44:08 +0000 2017
@MontgomeryJones @IntoTheGloss @Remy_Anne Good luck on your marketing class. Let us know if you need anything :),Thu Jan 19 15:37:47 +0000 2017
@chynnamela Thanks for the feedback and great suggestion ✨,Thu Jan 19 15:36:39 +0000 2017
RT @vicaykitty: @glossier milky jelly cleanser works wonders 🙌🏻,Thu Jan 19 15:33:46 +0000 2017
@fifimcfae Hey there! We don't offer discounts for bulk orders; but you'll get free shipping (because your order is over $30).,Thu Jan 19 15:33:40 +0000 2017
@JSLYN Hey Jess! Reach out to rep.program@glossier.com 💖,Thu Jan 19 15:32:39 +0000 2017
@lillianpat2012 Hey Lily! We're sorry the product didn't work out for you. DM us your order number and we'll process a return right away.,Thu Jan 19 15:31:49 +0000 2017
@lydiabaucum Perfect–thanks for letting us know!,Thu Jan 19 15:30:34 +0000 2017
RT @SimplySophiaB: Obsessed to say the least with @glossier 💖 https://t.co/39fsQ15TVe,Wed Jan 18 23:21:12 +0000 2017
@lydiabaucum Oh no! We'll send a fresh one you're way ASAP– DM us your order number,Wed Jan 18 23:18:53 +0000 2017
@deedoodahleedah Time for a re-up ;),Wed Jan 18 22:12:51 +0000 2017
RT @ViewserAlert: Day one of using @glossier priming moisturizer rich and I am feelin' 💯 No midday dryness makes me a happy girl.,Wed Jan 18 19:35:27 +0000 2017
RT @LauraxEikamp: Snagged myself some @glossier as a treat; every product I have has been a literal dream come true &amp; I feel like an angel…,Wed Jan 18 19:35:21 +0000 2017
RT @stacy_motsinger: @glossier's new moisturizer is everything I hoped it would be and more! It's thick without feeling like it's smotherin…,Wed Jan 18 19:33:49 +0000 2017
RT @watiekillis: PMR got me feeling some type of way @glossier https://t.co/wmhEacMuhO,Wed Jan 18 19:33:28 +0000 2017
@FakeMahaKhan @EmilyWWeiss Wow! Thank you so much for being such a loyal Glossier customer–we can't do it without your support ✨,Wed Jan 18 19:33:22 +0000 2017
RT @brookiehillary: Dear @glossier ;;You make my skin so happy. ✨,Wed Jan 18 19:32:26 +0000 2017
RT @tarahdactal: I could not be MORE obsessed with Priming Moisturizer Rich @glossier @EmilyWWeiss and her team KILLED IT https://t.co/ZpuU…,Wed Jan 18 19:32:21 +0000 2017
@shivvygbeauty Yes &lt;3,Wed Jan 18 19:30:58 +0000 2017
@wwwardah Wow! So many Haloscopes 👀,Wed Jan 18 19:30:32 +0000 2017
@_tamayla_ Hey Tamayla! DM us :),Wed Jan 18 19:27:14 +0000 2017
RT @_lindsay: the @glossier showroom is too pretty for real life. #instagramIRL,Wed Jan 18 19:11:10 +0000 2017
RT @danireyne: .@glossier just might be my new fav skincare/makeup brand. My face feels so fresh after mega greens mask. BF says I have a "…,Wed Jan 18 15:36:28 +0000 2017
RT @Whoa_Zoe: Obsessed. ✨😍💕🌸 @glossier https://t.co/jTXnRlzVKN,Wed Jan 18 15:36:14 +0000 2017
@meredith_sp Hey Meredith! Credit can only be used online at https://t.co/lJPHYSrKkl :),Wed Jan 18 15:35:51 +0000 2017
@FromNubiana @IntoTheGloss 👋🏽,Wed Jan 18 15:34:37 +0000 2017
RT @LuigiDavila: I've been binge watching @glossier "Get Ready With Me" videos and they are my new obsession. Best marketing tbh. So Good!…,Wed Jan 18 15:28:37 +0000 2017
RT @KatieFarrelll: True story; my lips were literally chapped raw because winter is a thing &amp; I put on @glossier's Balm Dotcom &amp; problem so…,Wed Jan 18 15:27:14 +0000 2017
@jessska Looks like you already have some awesome friends :),Wed Jan 18 15:24:02 +0000 2017
@jessska https://t.co/PGYdhHpI52 (*we also offer free shipping on orders over $30) :),Tue Jan 17 23:21:32 +0000 2017
@jessska Get a $10 credit when your friends make their first purchase (they'll also get 20% off)—just tell them to use your link.,Tue Jan 17 23:20:04 +0000 2017
@_asdfghjkl1313 Hey there–we don't have any updates; but we'll keep you posted. Thanks for all your patience!,Tue Jan 17 22:08:39 +0000 2017
RT @noaveragenerd: Getting my sister addicted to @glossier is my crowning achievement.,Tue Jan 17 17:30:03 +0000 2017
@cberedjick Hey Camille. Sorry to hear that happened! DM us your order number and we'll send a replacement right away :),Tue Jan 17 17:29:11 +0000 2017
@LuigiDavila Hey Luigi! Our entire lineup is great for everyone–DM us if you'd like recommendations. We're happy to help!,Tue Jan 17 17:27:19 +0000 2017
@eirapangilinan Hi Eira! Thanks for your patience–so happy we were able to help you!,Tue Jan 17 17:25:32 +0000 2017
@RYKESTRYKE Sure is! The Showroom is open today from 12-8 pm,Mon Jan 16 21:44:48 +0000 2017
@LaraMS We're happy to help. DM us your order # and we'll take care of it!,Mon Jan 16 21:44:15 +0000 2017
@daianasaxernova Thanks for your interest in Glossier! We're working to make international shipping possible in the future.,Sun Jan 15 19:43:53 +0000 2017
@LivingGloss The lavender is for the luxurious and soothing scent - like the spa!,Sun Jan 15 19:06:37 +0000 2017
@AliceDelHayes Oh no! We're sorry to hear that. DM us your order number and our gTEAM will be happy to help!,Sun Jan 15 18:33:10 +0000 2017
@yukamuraico Hey! We are working to make international shipping possible in the future -- we'll keep you posted :),Sun Jan 15 17:49:38 +0000 2017
@LivingGloss Hey! PMR has hint of lavender essential oil :),Sun Jan 15 17:49:10 +0000 2017
@kristinmathuny Hey! SPF is in the works and taking a bit longer than expected; but rest assured; SPF is on the way!,Sun Jan 15 17:48:05 +0000 2017
@AfternoonBlue Hey! All Glossier products are cruelty-free; and we can assure you that we work with partners that follow ethical labor laws!,Sun Jan 15 17:45:04 +0000 2017
@AfternoonBlue They sure are!,Sat Jan 14 18:17:10 +0000 2017
@allie_holt So sorry! DM us your order # so you can get a fresh replacement.,Sat Jan 14 14:54:54 +0000 2017
@jasarisky Oh no! DM us your order # and we'll help you out.,Sat Jan 14 14:53:15 +0000 2017
@Priscilla143 Please email rep.program@glossier.com :),Sat Jan 14 14:52:32 +0000 2017
RT @kiaraproblems: I was that friend until @glossier haloscope ✨💫 https://t.co/uu80Cw0U03,Fri Jan 13 22:55:18 +0000 2017
@naabrego Hey! DM us your GLO order number and we'll track it down for you.,Fri Jan 13 19:30:45 +0000 2017
@heyprilll Hey April! We are happy to take a look at what went wrong–DM us your order number and we'll figure this out together.,Fri Jan 13 19:29:50 +0000 2017
@GabyNextDoor Hey Gaby! We're happy to help track your package–just DM us &lt;3,Fri Jan 13 19:29:00 +0000 2017
@dealiri0us @evakalikoff Keep an eye out on our careers page for openings 👀,Fri Jan 13 19:27:40 +0000 2017
@meghanbkelly Hey Meghan! Our showroom is open this weekend! Check https://t.co/mznLCRaO8l for hours and more details.,Fri Jan 13 19:26:58 +0000 2017
@royalisaacs Hey there–the Lip Gloss is limited edition–we're sorry you missed it!,Fri Jan 13 16:45:18 +0000 2017
Team Glossier is growing! Careers—&gt; https://t.co/gaVFaiM2xu,Fri Jan 13 16:08:54 +0000 2017
@StavPerry Hey Stevie!  It's our dream to bring Glossier worldwide–we'll keep you posted &lt;3,Fri Jan 13 15:51:47 +0000 2017
RT @elxsabeth: my new favorite obsession @glossier https://t.co/b3Yqk0uk3i,Fri Jan 13 15:47:24 +0000 2017
@MsReedAlyson You look good 👀,Fri Jan 13 15:46:45 +0000 2017
@ElisaDesiree Hey Elisa! It's our dream to bring Glossier worldwide–we'll keep you posted,Fri Jan 13 15:46:14 +0000 2017
@M0NEYLAUREN @basedg0dviv We want to help–DM us your order number (GLO) and we'll assist you!,Fri Jan 13 15:45:52 +0000 2017
@NatMo730 Hey Natalie! DM us your order number and we'll help track down your Glossier package :),Fri Jan 13 15:45:04 +0000 2017
RT @kristawie: @glossier is everything I've ever asked for in a makeup brand; celebrating being a real person but being clean and fun. And…,Fri Jan 13 15:43:32 +0000 2017
@Julia_ewa12 Hey Julia! Sorry you received the wrong Super–DM us your order number and we'll make it right :),Fri Jan 13 15:10:50 +0000 2017
@DewSousa It's our dream to bring Glossier worldwide–we'll keep you posted :),Thu Jan 12 21:07:34 +0000 2017
@E_LearningJeff Hey there! Priming Moisturizer Rich is for everyone–use PM Rich day or night for a supremely hydrating experience.,Thu Jan 12 20:27:02 +0000 2017
@ohhainina SPF is still in the works; but don't worry–we'll keep you posted!,Thu Jan 12 19:22:45 +0000 2017
RT @JenerationPR: Wow; @glossier!  Not only am I so impressed with your gorgeous products; but your amazing customer service blew me away.…,Thu Jan 12 19:22:23 +0000 2017
@mrsQJames It's our dream to bring Glossier to everyone worldwide–we'll keep you posted!,Thu Jan 12 19:21:57 +0000 2017
Happening live right now: Eva; Kim; and Asa on all things Priming Moisturizer Rich. Bring your Q's—&gt; https://t.co/xW53PFs9NJ,Thu Jan 12 17:49:29 +0000 2017
RT @FastCompany: What to look for the next time you hire; per @Glossier's @EmilyWWeiss; @GA's @tom_ogletree; &amp; more https://t.co/9zdaW6lXcm,Thu Jan 12 16:54:18 +0000 2017
RT @KristenVBateman: The mother (@karenresta) &amp; daughter that wears @glossier together stays together 💕👀💧💄💋 https://t.co/RZcZLizYv0,Thu Jan 12 16:07:34 +0000 2017
RT @gfstarr1: @alexandradonlin I own everything they make. Milky jelly is my favorite cleanser in the world. @glossier,Thu Jan 12 16:07:11 +0000 2017
@KristenVBateman @KarenResta You both look so good 👀,Thu Jan 12 16:06:16 +0000 2017
@SimplySophiaB Thanks Sophia 💖,Thu Jan 12 16:02:15 +0000 2017
RT @HaleyDennis22: Thankful for the glow @glossier https://t.co/nmni9e8IMj,Thu Jan 12 16:01:15 +0000 2017
@knndyryn In other words; we made sure it’s safe!,Thu Jan 12 16:01:00 +0000 2017
@knndyryn Our formula contains a two-part preservative system that has been tested to prevent any bacterial growth.,Thu Jan 12 16:00:55 +0000 2017
@rachel_abrown Yes–we have a showroom in NYC! Check out https://t.co/mznLCRaO8l for hours and more details.,Thu Jan 12 15:52:02 +0000 2017
@AmyJosiane We offer a range of vegan options in our lineup–DM us and we can share more!,Thu Jan 12 15:42:47 +0000 2017
@AmyJosiane Apologies for our mistake! PM Rich does contains an anti redness complex which includes honey extract; making it non-vegan.,Thu Jan 12 15:42:23 +0000 2017
Today; 12:30PM EST; https://t.co/bmxGFAqmEG Our @evamariealt + @km_jnsn on all things Priming Moisturizer Rich. This will be fun :),Thu Jan 12 14:30:02 +0000 2017
@AfternoonBlue Hey there! It's our dream to bring Glossier worldwide. Thanks for being patient while we work on it–we'll keep you posted.,Wed Jan 11 22:20:51 +0000 2017
@ToryBanknell Hi Tory! Log into your Glossier account through: https://t.co/PGYdhHpI52,Wed Jan 11 22:19:42 +0000 2017
RT @meliss__p: Happy skin 😀👋;@glossier https://t.co/JRs1jJgC5Q,Wed Jan 11 22:18:34 +0000 2017
@TaylorParisMcP Hey Taylor! Can't wait to hear what you think of Priming Moisturizer Rich &lt;3,Wed Jan 11 22:16:34 +0000 2017
@ericasiegel We only ship to the US and Puerto Rico; but we'll keep you posted!,Wed Jan 11 22:15:55 +0000 2017
RT @sofia_pedroso: @glossier #glossierpink https://t.co/FnecLv6U8H,Wed Jan 11 22:13:40 +0000 2017
@royalisaacs Hey Mahlori–thanks for the suggestion. No plans yet; but we'll keep you posted :),Wed Jan 11 22:13:24 +0000 2017
RT @StyleCaster: .@glossier's brand-new moisturizer is their best yet: https://t.co/sSqtGPeYHG https://t.co/7saK2JkEib,Wed Jan 11 20:21:50 +0000 2017
@drdpdo Use in the morning to prep skin for makeup; and at night to give skin long-lasting hydration while you sleep,Wed Jan 11 16:55:35 +0000 2017
@rachel_abrown We don't have a physical store in LA; but we do ship there!,Wed Jan 11 16:53:16 +0000 2017
RT @InStyle: .@Glossier's new moisturizer is exactly what your winter skin needs: https://t.co/zGPiFD3MaY,Wed Jan 11 15:19:01 +0000 2017
RT @dadmunk: my entire instagram feed is @glossier priming moisturizer rich &amp; the obamas and i'm not mad about it 🤷🏻‍♀️,Wed Jan 11 15:11:26 +0000 2017
@InBrookesShoes Hi Brooke! We don't offer samples; but we'd love for you to stop by and try PM Rich IRL at our showroom ✨,Wed Jan 11 15:10:01 +0000 2017
@_katie_ray Get the Phase 1 Set! Share the tint with a friend–and you get a complimentary tote bag when you purchase the set ;),Wed Jan 11 15:08:07 +0000 2017
@LivingGloss That doesn't sound good. If you're having a reaction DM or reach out to gTEAM so we can take care of it.,Wed Jan 11 15:05:17 +0000 2017
@JordanEWick1 Hey Jordan! Sorry that you're having a reaction. Please DM us and we'll assist you right away.,Wed Jan 11 15:04:13 +0000 2017
@femmekween Happy Birthday!,Wed Jan 11 15:02:36 +0000 2017
@ariaclemente If you ever feel that we didn't honor the timeline; we're happy to refund you the cost of shipping! DM us :),Wed Jan 11 15:01:11 +0000 2017
@ariaclemente Hi Aria! If an order is placed in the evening; it will process the next business day and ship business days only.,Wed Jan 11 15:00:03 +0000 2017
@gaycatt Thanks for spreading the 💖,Wed Jan 11 14:55:16 +0000 2017
@hollysud It's our dream to bring Glossier worldwide–we'll keep you posted!,Wed Jan 11 14:48:42 +0000 2017
RT @TeenVogue: 🚨 New @Glossier alert 🚨 https://t.co/OPaZMaprIJ,Wed Jan 11 14:46:57 +0000 2017
@melsanie Hey Melanie! Apply SPF over Priming Moisturizer Rich :),Tue Jan 10 22:23:49 +0000 2017
@The_Boggart The No. 1 Pencil was limited edition–we're sorry you missed it!,Tue Jan 10 19:45:02 +0000 2017
RT @hype_bae: .@glossier’s Prime Moisturizing Rich is here to cure all your wintertime skin woes.;https://t.co/sieqKHkNii https://t.co/oJzX…,Tue Jan 10 19:07:28 +0000 2017
RT @MB_ORouke: Just got new @glossier because a lil luxury goes a long way,Tue Jan 10 19:07:21 +0000 2017
RT @StyleCaster: .@glossier's brand-new moisturizer will give you PERFECT skin: https://t.co/uvVoHHyR3S https://t.co/HBlkkXWIHd,Tue Jan 10 19:07:00 +0000 2017
RT @Allure_magazine: Everything you need to know about the new @Glossier moisturizer that launches today: https://t.co/mqlcN28iS2 https://t…,Tue Jan 10 19:06:38 +0000 2017
RT @caitlin_lender: @glossier is the the only cult i wanna be apart of,Tue Jan 10 18:10:26 +0000 2017
@KathleenLights1 Hey Kathleen! DM us your email address and we'll get in touch 💕,Tue Jan 10 18:09:17 +0000 2017
@WhatSheDoesNow We currently only ship to the US and Puerto Rico–we'll keep you posted!,Tue Jan 10 18:05:29 +0000 2017
@madamradams 100% ;),Tue Jan 10 18:04:16 +0000 2017
@jttn14 SPF is in the works–stay tuned!,Tue Jan 10 18:00:37 +0000 2017
@KathleenLights1 The Lip Gloss was limited edition–we're so sorry you missed it!,Tue Jan 10 17:56:58 +0000 2017
RT @AllieWoerner: I have a serious @glossier addiction. https://t.co/GAuyE0vsWc,Tue Jan 10 17:56:13 +0000 2017
@melinda_tran Not to worry; your $10 credit will be applied at the final step of checkout! Let us know if you have any other questions. &lt;3,Tue Jan 10 17:49:33 +0000 2017
RT @JSLYN: When it's @glossier launch day! Already placed my order. Now; the anticipation begins!!!!!! https://t.co/dfJYUFn13e,Tue Jan 10 17:49:18 +0000 2017
RT @SavesTheDeyo: All I want in life is a medicine cabinet full of @glossier products. Is that too much to ask?,Tue Jan 10 15:51:25 +0000 2017
@JTMumbles Nope; just let it soak in!,Tue Jan 10 15:18:55 +0000 2017
@MissWhoeverUR Definitely–see you soon :),Tue Jan 10 15:18:09 +0000 2017
@gorealfar Priming Moisturizer was formulated by over 1;000 comments from our ITG community and it couldn't have been possible without you!,Tue Jan 10 15:16:31 +0000 2017
@katiebschenk Priming Moisturizer Rich is still in stock–try refreshing your page!,Tue Jan 10 15:13:59 +0000 2017
@annaroseiovine Priming Moisturizer was formulated with the right balance of ingredients to avoid being comedogenic.,Tue Jan 10 15:13:10 +0000 2017
@itsalexjackman Don't worry; Priming Moisturizer is in stock. Try purchasing again on https://t.co/lJPHYSrKkl–DM if you have any more issues,Tue Jan 10 15:12:56 +0000 2017
@cosmicvalkyrie We fixed the problem. Please refresh the page and try checking out again–sorry for the inconvenience!,Tue Jan 10 15:12:25 +0000 2017
@kenziejtweets Priming Moisturizer was formulated with the right balance of ingredients to avoid being comedogenic.,Tue Jan 10 15:10:47 +0000 2017
@shutupmarie69 Yes–stop by the Glossier Showroom to shop Priming Moisturizer Rich and say 👋🏽,Tue Jan 10 15:08:48 +0000 2017
RT @fmda621: 8:20: * @glossier rich priming moisturizer launches at 8 *;8:24: * me * https://t.co/nJMGFtnKlD,Tue Jan 10 14:46:24 +0000 2017
@UnripeAvocado Plant based :),Tue Jan 10 14:45:47 +0000 2017
RT @bellalaleclair: can't wait to wake up bright and early and purchase @glossier's new moisturizer 💕,Tue Jan 10 14:33:30 +0000 2017
@K_MITT Hi Kelly 👋🏽,Tue Jan 10 14:33:11 +0000 2017
@JordanEWick1 Hey Jordan! Please DM us your order number and we'll send a replacement 💕,Tue Jan 10 14:31:54 +0000 2017
RT @_babylipgloss: shoutout to @glossier for having the formula/products of a luxury brand without the price tag of a luxury brand 💖 https:…,Tue Jan 10 14:30:40 +0000 2017
@mandamanda___ Hi Amanda! The G necklace was a holiday gift for the team two years ago. Unfortunately; it's not available for purchase.,Tue Jan 10 14:27:36 +0000 2017
Meet Priming Moisturizer Rich: nice ‘n thick; intensely hydrating; luxurious face cream. Yours at… https://t.co/GbTAFkzMZT,Tue Jan 10 13:31:02 +0000 2017
@cardiwithpearls @ewg Ingredient transparency is very important to us! We list all the ingredients on each of our product pages ✨,Mon Jan 09 22:55:05 +0000 2017
@marsipan79 Hi Tamara! We're happy to help. Can you DM us and we'll take care of you?,Mon Jan 09 22:53:05 +0000 2017
@sanjilatweets We're so excited to share it with you!,Mon Jan 09 22:52:07 +0000 2017
@goldenbobbypin Thanks for stopping by–we'll see you soon ✨,Mon Jan 09 20:51:32 +0000 2017
RT @k8inger: #greatskin2017 @glossier https://t.co/Vm8oADjzHd,Mon Jan 09 20:50:29 +0000 2017
@samifio For your next trip; we recommend transferring the cleanser and mist into travel-friendly bottles. Have a safe trip ✨,Mon Jan 09 20:03:58 +0000 2017
@samifio Thanks for the great suggestion! Almost all of the products in our lineup are travel friendly–excluding the cleanser and mist.,Mon Jan 09 20:02:06 +0000 2017
@barbedwirekissz Hey Diana! DM us your order number and we'll track your package down for you.,Mon Jan 09 19:52:15 +0000 2017
@kierawxlliams It's our dream to bring Glossier worldwide–we'll keep you posted!,Mon Jan 09 16:01:14 +0000 2017
@jenniferortiz Launching tomorrow ;),Mon Jan 09 15:59:47 +0000 2017
@curlycutie_ Can't wait to hear what you think of your Stretch Concealer ✨,Mon Jan 09 15:58:33 +0000 2017
@amaalee Most definitely :),Mon Jan 09 15:55:47 +0000 2017
@nightleah Sorry that happened! Don't forget to pour your Milky Jelly Cleanser into a travel-friendly bottle for your next trip :),Mon Jan 09 15:54:43 +0000 2017
@EdieWine Yes!,Mon Jan 09 15:53:46 +0000 2017
@laurenkluba Soon–stay tuned!,Mon Jan 09 15:52:59 +0000 2017
RT @phatbw0y: @glossier 's moon mask is the best thing to ever happen to me,Mon Jan 09 15:51:55 +0000 2017
@jenniferortiz tomorrow (!),Mon Jan 09 15:05:01 +0000 2017
https://t.co/gTWspv9aAY,Mon Jan 09 00:20:47 +0000 2017
@phatbw0y so happy to hear that!,Sun Jan 08 23:50:05 +0000 2017
@lrhgroupies Hey! We are working to make international shipping possible in the future 👋,Sun Jan 08 16:20:06 +0000 2017
@hundredberi We're so sorry to hear that happened! DM us your order (GLO) number and we'll send you a fresh replacement.,Sun Jan 08 16:19:49 +0000 2017
@exotic__roses Please email rep.program@glossier.com 👋,Sun Jan 08 16:19:20 +0000 2017
@CurvyGirlChic We're sorry to hear that happened! DM us your order number (GLO) and email; and we'll send you a fresh replacement 👋,Sun Jan 08 14:54:42 +0000 2017
@aileenson We're so sorry about that! DM us your order number (#GLO) and email and we'll send you a fresh replacement 👋 🌴,Sun Jan 08 14:52:55 +0000 2017
@tylrswft69 Oh no! DM us your order number and email address :),Sun Jan 08 14:52:01 +0000 2017
@aje1824 Stay tuned ;),Sun Jan 08 14:51:16 +0000 2017
@clareausten No worries; the serums have passed stability testing at low and high temperatures and should be completely fine in cold temps.👋,Sun Jan 08 14:50:36 +0000 2017
@andrealbeebe Oh no! We're sorry to see that happened. DM us your order number and we'll send you a fresh replacement 👋,Sun Jan 08 14:46:57 +0000 2017
@PinkLeatherBB All four items in the Black Tie Set were limited edition–we’ll keep you posted if anything changes!,Sun Jan 08 14:46:11 +0000 2017
@EVELYNAing All four items in the Black Tie Set were limited edition–we’ll keep you posted if anything changes!,Sun Jan 08 14:45:47 +0000 2017
@CamilleLenore Hey! We're so sorry to hear that. DM us your order number so we can help 👋,Sun Jan 08 14:40:44 +0000 2017
@calliarmelle The Showroom is here to stay! :),Sun Jan 08 14:39:14 +0000 2017
@aje1824 All of our products are appropriate for all ages and skin types :),Sat Jan 07 22:02:59 +0000 2017
@CamilleLenore Oh no; so sorry about that! DM us your order # and we'd be happy to help.,Sat Jan 07 14:02:57 +0000 2017
@LivingGloss Please reach out to rep.program@glossier.com :),Sat Jan 07 13:59:08 +0000 2017
@smartestmuffin Hi Luyba! The tint does not include SPF; but we recommend using SPF before applying tint.,Fri Jan 06 19:58:30 +0000 2017
@alexlaughs @SaraQDavid @Complex @washingtonpost Hey Alex! We love you all equally–DM us so we can get in touch ✨,Fri Jan 06 18:49:00 +0000 2017
@galrabin Hey there! Please DM us your order number and we can send a replacement ASAP.,Fri Jan 06 18:46:32 +0000 2017
RT @_EmerySmith: Next skincare products to try out will be from @glossier. Love the movement behind it!,Fri Jan 06 15:44:27 +0000 2017
@fivehourhowl Stay tuned ;),Fri Jan 06 15:43:57 +0000 2017
RT @_mrsbackman: I am a @glossier boy brow believer 🙌🏾⚡️🌸,Fri Jan 06 15:43:43 +0000 2017
@lisalokx Hey Lisa! So sorry to hear your Gen G in Jam is missing–DM us and we'll help you ✨,Thu Jan 05 23:02:08 +0000 2017
RT @IntoTheGloss: .@Glossier Executive Assistant @Mvonsteen shares her career advice https://t.co/oTXov6WTwG https://t.co/xOR7LxO65f,Thu Jan 05 22:20:12 +0000 2017
@jennaviva It's our dream to bring Glossier everywhere–we'll keep you posted!,Thu Jan 05 21:57:24 +0000 2017
@ItsAshy Hey Louise–the site is running smoothly. Try using an incognito browser and let us know if that does the trick!,Thu Jan 05 21:56:51 +0000 2017
@gabriella_dag Get better soon ✨,Thu Jan 05 20:41:26 +0000 2017
RT @CeleenPalm: the @glossier boy brow has changed my life...I mean my brows...well actually both,Thu Jan 05 18:32:44 +0000 2017
@deeclarkesays Hey Dominique! We'd be happy to replace it for you–DM us your order number.,Thu Jan 05 18:31:23 +0000 2017
RT @ShorterCR: @glossier Balm Dotcom has literally been a lifesaver for my struggling winter lips/skin. Can't thank y'all enough ✨🙆🏾,Thu Jan 05 15:31:51 +0000 2017
RT @annameredythe: stopped by the @glossier showroom tonight for the first time 😍😍 https://t.co/XvZsl8lS7o,Thu Jan 05 15:31:33 +0000 2017
@ameliaasays Great shot!,Thu Jan 05 15:30:54 +0000 2017
@kyotosongg It's our dream to bring Glossier everywhere–we'll keep you posted!,Thu Jan 05 15:30:41 +0000 2017
@LauraMcCallen Click on *say what?* and all will be revealed: https://t.co/NERP9bQcG9,Thu Jan 05 15:29:31 +0000 2017
@bijanstephen Hey Bijan! Here 2 help. Glowy; dewy skin is our thing ✨,Thu Jan 05 15:24:46 +0000 2017
@heyaemilyblog It's our dream to bring Glossier everywhere–we'll keep you posted!,Thu Jan 05 15:07:20 +0000 2017
@HeidiMarie Hey Heidi! DM us and we'll update the details for you.,Thu Jan 05 15:06:35 +0000 2017
RT @cailymetallo: Sometimes the sky opens and the angels descend and the exact lipstick you've been searching for comes to you 😩😩😭 @glossie…,Thu Jan 05 15:01:28 +0000 2017
@silviajulianaa The site is running smoothly—DM us if you need any more help checking out 💕,Wed Jan 04 19:24:41 +0000 2017
@LivingGloss The tote bag comes exclusively with the Phase 1 Set ✨,Wed Jan 04 19:23:21 +0000 2017
@blackrockshoe Sorry to hear that! We sell them in a 3-pack if you ever need a backup 😉,Wed Jan 04 19:22:46 +0000 2017
RT @beanieboamah: Walked into @glossier like .. I'm here for it all!! https://t.co/wLrtLuYnFX,Wed Jan 04 14:36:09 +0000 2017
RT @anjerika_wilmer: @theluxurybelle @glossier YAS. Currently obsessed with Glossier's boy brow — I literally can't live without it. 🙌🏻,Wed Jan 04 14:35:45 +0000 2017
@kateleannemoore It's our dream to bring Glossier to everyone; worldwide–we'll keep you posted!,Wed Jan 04 14:34:40 +0000 2017
RT @britcatherinen: tfw you and the bff send each other @glossier gift cards https://t.co/dNYpg9R4sW,Wed Jan 04 14:30:29 +0000 2017
RT @ShorterCR: .@glossier My obsession with @glossier just continues to grow. One of the best things I discovered in 2016.,Wed Jan 04 14:29:49 +0000 2017
@theluxurybelle Please reach out to press@glossier.com &lt;3,Wed Jan 04 14:29:15 +0000 2017
@StyleOptimist We're available at https://t.co/lJPHYSrKkl and our NYC showroom. For hours and more details check out https://t.co/mznLCRaO8l,Wed Jan 04 14:28:38 +0000 2017
@adigitaltouch 👋🏽,Tue Jan 03 23:08:28 +0000 2017
@courtneyrogin soon—stay tuned 👀,Tue Jan 03 23:07:53 +0000 2017
@yumzz_ Yes—share your unique link with all your friends 👌🏽,Tue Jan 03 23:05:57 +0000 2017
RT @_annaerb: Can I just let everyone know that @glossier is literally everything!!! 🌹🌹🌹,Tue Jan 03 19:04:41 +0000 2017
